Year,Zone,Sub Region,District,Division 1 - Boys,Division 1 - Girls,Division 1 - Total,Division 2 - Boys,Division 2 - Girls,Division 2 - Total,Division 3 - Boys,Division 3 - Girls,Division 3 - Total,Division 4 - Boys,Division 4 - Girls,Division 4 - Total,Division U - Boys,Division U - Girls,Division U - Total,Division X - Boys,Division X - Girls,Division X - Total,Registered - Boys,Registered - Girls,Registered - Total,Sat - Boys,Sat - Girls,Sat - Total,Passed - Boys,Passed - Girls,Passed - Total,Pass Rate - Boys,Pass Rate - Girls,Pass Rate - Total,Pass Division 1_2_3 Boys,Pass Division 1_2_3 Girls,Pass Division 1_2_3 Total,Pass Rate Division 1_2_3 Boys,Pass Rate Division 1_2_3 Girls,Pass Rate Division 1_2_3 Total,Pass Rate Division 1 Boys,Pass Rate Division 1 Girls,Pass Rate Division 1 Total,Failure Rate -  Boys,Failure Rate - Girls,Failure Rate - Total,Abseentism Rate - Boys,Abseentism Rate - Girls,Abseentism Rate - Total
2022,KMD,Busoga,Kamuli,592,546,1138,2391,2612,5003,1021,1457,2478,873,1111,1984,901,1147,2048,104,147,251,5882,7020,12902,5778,6873,12651,4877,5726,10603,84.41%,83.31%,83.81%,4004,4615,8619,69.30%,67.15%,68.13%,10.25%,7.94%,9.00%,19.85%,16.69%,16.19%,1.77%,2.09%,1.95%
2022,FZO,Toro,Kamwenge,262,210,472,1161,1198,2359,435,502,937,229,311,540,168,277,445,51,70,121,2306,2568,4874,2255,2498,4753,2087,2221,4308,92.55%,88.91%,90.64%,1858,1910,3768,82.39%,76.46%,79.28%,11.62%,8.41%,9.93%,12.28%,11.09%,9.36%,2.21%,2.73%,2.48%
2022,Other,Kigezi,Kanungu,346,317,663,1063,1309,2372,524,724,1248,254,386,640,226,327,553,86,104,190,2499,3167,5666,2413,3063,5476,2187,2736,4923,90.63%,89.32%,89.90%,1933,2350,4283,80.11%,76.72%,78.21%,14.34%,10.35%,12.11%,13.55%,10.68%,10.10%,3.44%,3.28%,3.35%
2022,Other,Elgon,Kapchorwa,151,103,254,540,550,1090,320,395,715,291,453,744,332,458,790,15,21,36,1649,1980,3629,1634,1959,3593,1302,1501,2803,79.68%,76.62%,78.01%,1011,1048,2059,61.87%,53.50%,57.31%,9.24%,5.26%,7.07%,28.03%,23.38%,21.99%,0.91%,1.06%,0.99%
2022,Other,Teso,Kapelebyong,24,11,35,389,335,724,258,268,526,107,143,250,140,141,281,23,21,44,941,919,1860,918,898,1816,778,757,1535,84.75%,84.30%,84.53%,671,614,1285,73.09%,68.37%,70.76%,2.61%,1.22%,1.93%,15.36%,15.70%,15.47%,2.44%,2.29%,2.37%
2024,MZO,Karamoja,Nakapiripirit,12,2,14,163,87,250,73,65,138,22,23,45,23,22,45,7,3,10,300,202,502,293,199,492,270,177,447,92.15%,88.94%,90.85%,248,154,402,84.64%,77.39%,81.71%,4.10%,1.01%,2.85%,7.51%,11.06%,9.15%,2.33%,1.49%,1.99%
2022,FZO,Toro,Kasese,848,819,1667,3924,4305,8229,1512,1734,3246,775,865,1640,453,465,918,191,224,415,7703,8412,16115,7512,8188,15700,7059,7723,14782,93.97%,94.32%,94.15%,6284,6858,13142,83.65%,83.76%,83.71%,11.29%,10.00%,10.62%,6.19%,5.68%,5.85%,2.48%,2.66%,2.58%
2022,Other,North Buganda,Kassanda,204,177,381,1074,1353,2427,440,569,1009,330,446,776,269,372,641,143,153,296,2460,3070,5530,2317,2917,5234,2048,2545,4593,88.39%,87.25%,87.75%,1718,2099,3817,74.15%,71.96%,72.93%,8.80%,6.07%,7.28%,16.06%,12.75%,12.25%,5.81%,4.98%,5.35%
2022,Other,Teso,Katakwi,91,60,151,672,659,1331,303,342,645,213,213,426,234,236,470,29,31,60,1542,1541,3083,1513,1510,3023,1279,1274,2553,84.53%,84.37%,84.45%,1066,1061,2127,70.46%,70.26%,70.36%,6.01%,3.97%,5.00%,15.60%,15.63%,15.55%,1.88%,2.01%,1.95%
2022,Other,North Buganda,Kayunga,424,487,911,1644,1873,3517,691,929,1620,522,720,1242,741,891,1632,213,296,509,4235,5196,9431,4022,4900,8922,3281,4009,7290,81.58%,81.82%,81.71%,2759,3289,6048,68.60%,67.12%,67.79%,10.54%,9.94%,10.21%,22.15%,18.18%,18.29%,5.03%,5.70%,5.40%
2022,Other,Ankole,Kazo,292,238,530,808,926,1734,202,267,469,79,99,178,46,56,102,40,42,82,1467,1628,3095,1427,1586,3013,1381,1530,2911,96.78%,96.47%,96.61%,1302,1431,2733,91.24%,90.23%,90.71%,20.46%,15.01%,17.59%,3.92%,3.53%,3.39%,2.73%,2.58%,2.65%
2022,Other,Bunyoro,Kibaale,129,111,240,522,639,1161,193,271,464,107,142,249,49,105,154,17,17,34,1017,1285,2302,1000,1268,2268,951,1163,2114,95.10%,91.72%,93.21%,844,1021,1865,84.40%,80.52%,82.23%,12.90%,8.75%,10.58%,10.50%,8.28%,6.79%,1.67%,1.32%,1.48%
2022,Other,North Buganda,Kiboga,124,104,228,662,819,1481,279,358,637,209,285,494,142,234,376,66,69,135,1482,1869,3351,1416,1800,3216,1274,1566,2840,89.97%,87.00%,88.31%,1065,1281,2346,75.21%,71.17%,72.95%,8.76%,5.78%,7.09%,16.53%,13.00%,11.69%,4.45%,3.69%,4.03%
2022,Other,Bukedi,Kibuku,120,57,177,872,735,1607,540,591,1131,652,605,1257,819,696,1515,29,37,66,3032,2721,5753,3003,2684,5687,2184,1988,4172,72.73%,74.07%,73.36%,1532,1383,2915,51.02%,51.53%,51.26%,4.00%,2.12%,3.11%,23.18%,25.93%,26.64%,0.96%,1.36%,1.15%
2022,FZO,Bunyoro,Kikuube,167,96,263,964,794,1758,386,467,853,214,276,490,299,284,583,100,91,191,2130,2008,4138,2030,1917,3947,1731,1633,3364,85.27%,85.19%,85.23%,1517,1357,2874,74.73%,70.79%,72.81%,8.23%,5.01%,6.66%,13.99%,14.81%,14.77%,4.69%,4.53%,4.62%
2022,Other,Ankole,Kiruhura,373,323,696,858,1018,1876,126,177,303,48,64,112,24,17,41,39,44,83,1468,1643,3111,1429,1599,3028,1405,1582,2987,98.32%,98.94%,98.65%,1357,1518,2875,94.96%,94.93%,94.95%,26.10%,20.20%,22.99%,1.19%,1.06%,1.35%,2.66%,2.68%,2.67%
2022,AZO,Bunyoro,Kiryandongo,349,169,518,1575,1171,2746,675,660,1335,385,393,778,235,402,637,55,48,103,3274,2843,6117,3219,2795,6014,2984,2393,5377,92.70%,85.62%,89.41%,2599,2000,4599,80.74%,71.56%,76.47%,10.84%,6.05%,8.61%,12.49%,14.38%,10.59%,1.68%,1.69%,1.68%
2022,Other,Kigezi,Kisoro,436,325,761,1078,1164,2242,536,823,1359,270,483,753,294,592,886,110,143,253,2724,3530,6254,2614,3387,6001,2320,2795,5115,88.75%,82.52%,85.24%,2050,2312,4362,78.42%,68.26%,72.69%,16.68%,9.60%,12.68%,22.65%,17.48%,14.76%,4.04%,4.05%,4.05%
2022,Other,Toro,Kitagwenda,166,140,306,630,675,1305,304,356,660,153,182,335,128,152,280,50,43,93,1431,1548,2979,1381,1505,2886,1253,1353,2606,90.73%,89.90%,90.30%,1100,1171,2271,79.65%,77.81%,78.69%,12.02%,9.30%,10.60%,11.01%,10.10%,9.70%,3.49%,2.78%,3.12%
2022,Other,Acholi,Kitgum,161,133,294,875,708,1583,506,444,950,431,310,741,590,612,1202,57,57,114,2620,2264,4884,2563,2207,4770,1973,1595,3568,76.98%,72.27%,74.80%,1542,1285,2827,60.16%,58.22%,59.27%,6.28%,6.03%,6.16%,23.88%,27.73%,25.20%,2.18%,2.52%,2.33%
2022,AZO,West Nile,Koboko,162,73,235,1038,702,1740,565,509,1074,299,293,592,189,212,401,93,50,143,2346,1839,4185,2253,1789,4042,2064,1577,3641,91.61%,88.15%,90.08%,1765,1284,3049,78.34%,71.77%,75.43%,7.19%,4.08%,5.81%,9.41%,11.85%,9.92%,3.96%,2.72%,3.42%
2022,Other,Lango,Kole,149,57,206,897,741,1638,418,446,864,315,273,588,457,427,884,21,34,55,2257,1978,4235,2236,1944,4180,1779,1517,3296,79.56%,78.03%,78.85%,1464,1244,2708,65.47%,63.99%,64.78%,6.66%,2.93%,4.93%,19.10%,21.97%,21.15%,0.93%,1.72%,1.30%
2023,MZO,Karamoja,Nakapiripirit,15,3,18,165,90,255,80,65,145,24,25,49,28,37,65,7,7,14,319,227,546,312,220,532,284,183,467,91.03%,83.18%,87.78%,260,158,418,83.33%,71.82%,78.57%,4.81%,1.36%,3.38%,11.86%,16.82%,12.22%,2.19%,3.08%,2.56%
2022,Other,Teso,Kumi,279,215,494,1259,1241,2500,759,771,1530,482,529,1011,669,758,1427,25,44,69,3473,3558,7031,3448,3514,6962,2779,2756,5535,80.60%,78.43%,79.50%,2297,2227,4524,66.62%,63.38%,64.98%,8.09%,6.12%,7.10%,21.98%,21.57%,20.50%,0.72%,1.24%,0.98%
2022,Other,Lango,Kwania,126,59,185,684,557,1241,270,275,545,216,193,409,224,232,456,18,20,38,1538,1336,2874,1520,1316,2836,1296,1084,2380,85.26%,82.37%,83.92%,1080,891,1971,71.05%,67.71%,69.50%,8.29%,4.48%,6.52%,15.26%,17.63%,16.08%,1.17%,1.50%,1.32%
2022,Other,Elgon,Kween,40,25,65,396,426,822,266,332,598,200,306,506,206,323,529,2,10,12,1110,1422,2532,1108,1412,2520,902,1089,1991,81.41%,77.12%,79.01%,702,783,1485,63.36%,55.45%,58.93%,3.61%,1.77%,2.58%,29.15%,22.88%,20.99%,0.18%,0.70%,0.47%
2022,Other,North Buganda,Kyankwanzi,217,182,399,778,871,1649,297,375,672,201,226,427,205,288,493,72,107,179,1770,2049,3819,1698,1942,3640,1493,1654,3147,87.93%,85.17%,86.46%,1292,1428,2720,76.09%,73.53%,74.73%,12.78%,9.37%,10.96%,16.96%,14.83%,13.54%,4.07%,5.22%,4.69%
2022,FZO,Toro,Kyegegwa,292,262,554,1365,1390,2755,390,494,884,238,305,543,121,159,280,77,77,154,2483,2687,5170,2406,2610,5016,2285,2451,4736,94.97%,93.91%,94.42%,2047,2146,4193,85.08%,82.22%,83.59%,12.14%,10.04%,11.04%,6.61%,6.09%,5.58%,3.10%,2.87%,2.98%
2022,Other,Toro,Kyenjojo,420,498,918,2476,2805,5281,504,535,1039,311,283,594,116,160,276,63,68,131,3890,4349,8239,3827,4281,8108,3711,4121,7832,96.97%,96.26%,96.60%,3400,3838,7238,88.84%,89.65%,89.27%,10.97%,11.63%,11.32%,4.18%,3.74%,3.40%,1.62%,1.56%,1.59%
2022,Other,South Buganda,Kyotera,824,839,1663,1314,1843,3157,291,367,658,161,238,399,81,97,178,93,95,188,2764,3479,6243,2671,3384,6055,2590,3287,5877,96.97%,97.13%,97.06%,2429,3049,5478,90.94%,90.10%,90.47%,30.85%,24.79%,27.46%,3.63%,2.87%,2.94%,3.36%,2.73%,3.01%
2022,AZO,Acholi,Lamwo,25,17,42,773,443,1216,612,528,1140,391,334,725,420,486,906,40,34,74,2261,1842,4103,2221,1808,4029,1801,1322,3123,81.09%,73.12%,77.51%,1410,988,2398,63.48%,54.65%,59.52%,1.13%,0.94%,1.04%,21.88%,26.88%,22.49%,1.77%,1.85%,1.80%
2022,Other,Lango,Lira,862,655,1517,2051,1953,4004,717,807,1524,407,563,970,768,824,1592,99,84,183,4904,4886,9790,4805,4802,9607,4037,3978,8015,84.02%,82.84%,83.43%,3630,3415,7045,75.55%,71.12%,73.33%,17.94%,13.64%,15.79%,17.15%,17.16%,16.57%,2.02%,1.72%,1.87%
2022,Other,Busoga,Luuka,134,98,232,976,1122,2098,583,792,1375,478,577,1055,585,695,1280,82,109,191,2838,3393,6231,2756,3284,6040,2171,2589,4760,78.77%,78.84%,78.81%,1693,2012,3705,61.43%,61.27%,61.34%,4.86%,2.98%,3.84%,25.22%,21.16%,21.19%,2.89%,3.21%,3.07%
2022,Other,North Buganda,Luweero,1104,1034,2138,3323,4277,7600,1020,1424,2444,756,1036,1792,636,711,1347,182,203,385,7021,8685,15706,6839,8482,15321,6203,7771,13974,90.70%,91.62%,91.21%,5447,6735,12182,79.65%,79.40%,79.51%,16.14%,12.19%,13.95%,10.40%,8.38%,8.79%,2.59%,2.34%,2.45%
2022,Other,South Buganda,Lwengo,588,584,1172,1468,2016,3484,425,724,1149,298,449,747,200,302,502,100,104,204,3079,4179,7258,2979,4075,7054,2779,3773,6552,93.29%,92.59%,92.88%,2481,3324,5805,83.28%,81.57%,82.29%,19.74%,14.33%,16.61%,10.14%,7.41%,7.12%,3.25%,2.49%,2.81%
2022,Other,South Buganda,Lyantonde,204,164,368,519,652,1171,131,208,339,73,110,183,32,55,87,31,35,66,990,1224,2214,959,1189,2148,927,1134,2061,96.66%,95.37%,95.95%,854,1024,1878,89.05%,86.12%,87.43%,21.27%,13.79%,17.13%,5.74%,4.63%,4.05%,3.13%,2.86%,2.98%
2022,AZO,West Nile,Madi Okollo,6,1,7,286,100,386,331,193,524,215,126,341,354,264,618,98,54,152,1290,738,2028,1192,684,1876,838,420,1258,70.30%,61.40%,67.06%,623,294,917,52.27%,42.98%,48.88%,0.50%,0.15%,0.37%,22.15%,38.60%,32.94%,7.60%,7.32%,7.50%
2022,Other,Elgon,Manafwa,68,48,116,510,544,1054,439,514,953,270,374,644,513,488,1001,42,58,100,1842,2026,3868,1800,1968,3768,1287,1480,2767,71.50%,75.20%,73.43%,1017,1106,2123,56.50%,56.20%,56.34%,3.78%,2.44%,3.08%,27.11%,24.80%,26.57%,2.28%,2.86%,2.59%
2022,Other,West Nile,Maracha,45,5,50,772,333,1105,457,300,757,176,126,302,142,113,255,83,59,142,1675,936,2611,1592,877,2469,1450,764,2214,91.08%,87.12%,89.67%,1274,638,1912,80.03%,72.75%,77.44%,2.83%,0.57%,2.03%,7.10%,12.88%,10.33%,4.96%,6.30%,5.44%
2022,Other,South Buganda,Masaka,1548,1572,3120,1879,2313,4192,420,590,1010,271,383,654,187,250,437,104,111,215,4409,5219,9628,4305,5108,9413,4118,4858,8976,95.66%,95.11%,95.36%,3847,4475,8322,89.36%,87.61%,88.41%,35.96%,30.78%,33.15%,5.81%,4.89%,4.64%,2.36%,2.13%,2.23%
2022,Other,Bunyoro,Masindi,416,303,719,1405,1608,3013,463,561,1024,266,376,642,215,260,475,49,46,95,2814,3154,5968,2765,3108,5873,2550,2848,5398,92.22%,91.63%,91.91%,2284,2472,4756,82.60%,79.54%,80.98%,15.05%,9.75%,12.24%,9.40%,8.37%,8.09%,1.74%,1.46%,1.59%
2022,Other,Busoga,Mayuge,366,216,582,1958,1966,3924,988,1089,2077,872,965,1837,978,1133,2111,193,222,415,5355,5591,10946,5162,5369,10531,4184,4236,8420,81.05%,78.90%,79.95%,3312,3271,6583,64.16%,60.92%,62.51%,7.09%,4.02%,5.53%,21.95%,21.10%,20.05%,3.60%,3.97%,3.79%
2022,Other,Elgon,Mbale,730,613,1343,2494,2904,5398,1201,1541,2742,771,1174,1945,856,996,1852,123,160,283,6175,7388,13563,6052,7228,13280,5196,6232,11428,85.86%,86.22%,86.05%,4425,5058,9483,73.12%,69.98%,71.41%,12.06%,8.48%,10.11%,16.46%,13.78%,13.95%,1.99%,2.17%,2.09%
2022,Other,Ankole,Mbarara,1947,1689,3636,2034,2821,4855,267,399,666,102,133,235,47,51,98,80,87,167,4477,5180,9657,4397,5093,9490,4350,5042,9392,98.93%,99.00%,98.97%,4248,4909,9157,96.61%,96.39%,96.49%,44.28%,33.16%,38.31%,1.16%,1.00%,1.03%,1.79%,1.68%,1.73%
2022,Other,Ankole,Mitooma,701,727,1428,1045,1370,2415,188,300,488,78,119,197,35,46,81,52,43,95,2099,2605,4704,2047,2562,4609,2012,2516,4528,98.29%,98.20%,98.24%,1934,2397,4331,94.48%,93.56%,93.97%,34.25%,28.38%,30.98%,2.25%,1.80%,1.76%,2.48%,1.65%,2.02%
2022,Other,North Buganda,Mityana,816,800,1616,2184,2656,4840,588,845,1433,444,555,999,408,450,858,154,157,311,4594,5463,10057,4440,5306,9746,4032,4856,8888,90.81%,91.52%,91.20%,3588,4301,7889,80.81%,81.06%,80.95%,18.38%,15.08%,16.58%,10.14%,8.48%,8.80%,3.35%,2.87%,3.09%
2022,MZO,Karamoja,Nakapiripirit,26,6,32,193,102,295,63,53,116,36,26,62,15,17,32,13,4,17,346,208,554,333,204,537,318,187,505,95.50%,91.67%,94.04%,282,161,443,84.68%,78.92%,82.50%,7.81%,2.94%,5.96%,5.11%,8.33%,5.96%,3.76%,1.92%,3.07%
2022,Other,West Nile,Moyo,38,16,54,410,363,773,292,299,591,118,144,262,95,120,215,7,9,16,960,951,1911,953,942,1895,858,822,1680,90.03%,87.26%,88.65%,740,678,1418,77.65%,71.97%,74.83%,3.99%,1.70%,2.85%,12.59%,12.74%,11.35%,0.73%,0.95%,0.84%
2022,Other,South Buganda,Mpigi,831,774,1605,2412,2923,5335,582,710,1292,335,396,731,211,208,419,118,113,231,4489,5124,9613,4371,5011,9382,4160,4803,8963,95.17%,95.85%,95.53%,3825,4407,8232,87.51%,87.95%,87.74%,19.01%,15.45%,17.11%,4.76%,4.15%,4.47%,2.63%,2.21%,2.40%
2022,FZO,North Buganda,Mubende,421,353,774,1445,1629,3074,608,751,1359,385,542,927,434,607,1041,124,151,275,3417,4033,7450,3293,3882,7175,2859,3275,6134,86.82%,84.36%,85.49%,2474,2733,5207,75.13%,70.40%,72.57%,12.78%,9.09%,10.79%,18.43%,15.64%,14.51%,3.63%,3.74%,3.69%
2022,KMD,North Buganda,Mukono,2973,3045,6018,4834,6092,10926,1173,1683,2856,689,1076,1765,564,707,1271,257,287,544,10490,12890,23380,10233,12603,22836,9669,11896,21565,94.49%,94.39%,94.43%,8980,10820,19800,87.76%,85.85%,86.71%,29.05%,24.16%,26.35%,6.91%,5.61%,5.57%,2.45%,2.23%,2.33%
2024,MZO,Karamoja,Napak,13,11,24,242,234,476,106,157,263,41,48,89,18,38,56,7,7,14,427,495,922,420,488,908,402,450,852,95.71%,92.21%,93.83%,361,402,763,85.95%,82.38%,84.03%,3.10%,2.25%,2.64%,9.05%,7.79%,6.17%,1.64%,1.41%,1.52%
2023,MZO,Karamoja,Napak,12,17,29,285,201,486,99,121,220,32,30,62,27,48,75,9,5,14,464,422,886,455,417,872,428,369,797,94.07%,88.49%,91.40%,396,339,735,87.03%,81.29%,84.29%,2.64%,4.08%,3.33%,10.55%,11.51%,8.60%,1.94%,1.18%,1.58%
2022,Other,North Buganda,Nakaseke,326,367,693,1323,1555,2878,318,460,778,196,232,428,81,130,211,82,102,184,2326,2846,5172,2244,2744,4988,2163,2614,4777,96.39%,95.26%,95.77%,1967,2382,4349,87.66%,86.81%,87.19%,14.53%,13.37%,13.89%,5.79%,4.74%,4.23%,3.53%,3.58%,3.56%
2022,Other,North Buganda,Nakasongola,208,195,403,782,996,1778,354,570,924,227,345,572,266,417,683,118,128,246,1955,2651,4606,1837,2523,4360,1571,2106,3677,85.52%,83.47%,84.33%,1344,1761,3105,73.16%,69.80%,71.22%,11.32%,7.73%,9.24%,22.70%,16.53%,15.67%,6.04%,4.83%,5.34%
2022,Other,Busoga,Namayingo,167,87,254,892,675,1567,463,431,894,318,271,589,427,464,891,32,29,61,2299,1957,4256,2267,1928,4195,1840,1464,3304,81.16%,75.93%,78.76%,1522,1193,2715,67.14%,61.88%,64.72%,7.37%,4.51%,6.05%,20.47%,24.07%,21.24%,1.39%,1.48%,1.43%
2022,Other,Elgon,Namisindwa,83,60,143,709,631,1340,559,575,1134,358,453,811,779,852,1631,81,134,215,2569,2705,5274,2488,2571,5059,1709,1719,3428,68.69%,66.86%,67.76%,1351,1266,2617,54.30%,49.24%,51.73%,3.34%,2.33%,2.83%,34.24%,33.14%,32.24%,3.15%,4.95%,4.08%
2022,Other,Busoga,Namutumba,214,193,407,1304,1381,2685,618,670,1288,476,488,964,432,419,851,35,59,94,3079,3210,6289,3044,3151,6195,2612,2732,5344,85.81%,86.70%,86.26%,2136,2244,4380,70.17%,71.22%,70.70%,7.03%,6.13%,6.57%,13.76%,13.30%,13.74%,1.14%,1.84%,1.49%
2022,MZO,Karamoja,Napak,36,35,71,256,212,468,94,96,190,44,43,87,23,27,50,11,7,18,464,420,884,453,413,866,430,386,816,94.92%,93.46%,94.23%,386,343,729,85.21%,83.05%,84.18%,7.95%,8.47%,8.20%,5.96%,6.54%,5.77%,2.37%,1.67%,2.04%
2022,Other,West Nile,Nebbi,73,18,91,1026,482,1508,634,411,1045,297,204,501,199,131,330,56,34,90,2285,1280,3565,2229,1246,3475,2030,1115,3145,91.07%,89.49%,90.50%,1733,911,2644,77.75%,73.11%,76.09%,3.28%,1.44%,2.62%,5.88%,10.51%,9.50%,2.45%,2.66%,2.52%
2022,Other,Teso,Ngora,101,49,150,715,799,1514,446,563,1009,287,384,671,458,473,931,11,24,35,2018,2292,4310,2007,2268,4275,1549,1795,3344,77.18%,79.14%,78.22%,1262,1411,2673,62.88%,62.21%,62.53%,5.03%,2.16%,3.51%,23.57%,20.86%,21.78%,0.55%,1.05%,0.81%
2022,Other,Toro,Ntoroko,51,32,83,389,410,799,94,114,208,56,62,118,16,19,35,45,29,74,651,666,1317,606,637,1243,590,618,1208,97.36%,97.02%,97.18%,534,556,1090,88.12%,87.28%,87.69%,8.42%,5.02%,6.68%,3.14%,2.98%,2.82%,6.91%,4.35%,5.62%
2022,FZO,Ankole,Ntungamo,1219,1054,2273,2537,3298,5835,812,1122,1934,396,542,938,299,420,719,84,116,200,5347,6552,11899,5263,6436,11699,4964,6016,10980,94.32%,93.47%,93.85%,4568,5474,10042,86.79%,85.05%,85.84%,23.16%,16.38%,19.43%,7.98%,6.53%,6.15%,1.57%,1.77%,1.68%
2022,Other,Acholi,Nwoya,29,18,47,551,315,866,369,326,695,231,193,424,255,297,552,40,45,85,1475,1194,2669,1435,1149,2584,1180,852,2032,82.23%,74.15%,78.64%,949,659,1608,66.13%,57.35%,62.23%,2.02%,1.57%,1.82%,20.70%,25.85%,21.36%,2.71%,3.77%,3.18%
2022,AZO,West Nile,Obongi,12,1,13,669,348,1017,379,335,714,178,161,339,106,132,238,6,2,8,1350,979,2329,1344,977,2321,1238,845,2083,92.11%,86.49%,89.75%,1060,684,1744,78.87%,70.01%,75.14%,0.89%,0.10%,0.56%,9.82%,13.51%,10.25%,0.44%,0.20%,0.34%
2022,Other,Acholi,Omoro,94,52,146,814,589,1403,374,366,740,273,274,547,258,289,547,34,41,75,1847,1611,3458,1813,1570,3383,1555,1281,2836,85.77%,81.59%,83.83%,1282,1007,2289,70.71%,64.14%,67.66%,5.18%,3.31%,4.32%,15.94%,18.41%,16.17%,1.84%,2.55%,2.17%
2022,Other,Lango,Otuke,38,9,47,406,258,664,221,171,392,155,142,297,261,267,528,31,28,59,1112,875,1987,1081,847,1928,820,580,1400,75.86%,68.48%,72.61%,665,438,1103,61.52%,51.71%,57.21%,3.52%,1.06%,2.44%,24.70%,31.52%,27.39%,2.79%,3.20%,2.97%
2022,Other,Lango,Oyam,121,69,190,1161,702,1863,829,716,1545,620,532,1152,1096,995,2091,77,96,173,3904,3110,7014,3827,3014,6841,2731,2019,4750,71.36%,66.99%,69.43%,2111,1487,3598,55.16%,49.34%,52.59%,3.16%,2.29%,2.78%,26.00%,33.01%,30.57%,1.97%,3.09%,2.47%
2022,Other,Acholi,Pader,64,30,94,816,461,1277,590,429,1019,420,327,747,601,636,1237,58,49,107,2549,1932,4481,2491,1883,4374,1890,1247,3137,75.87%,66.22%,71.72%,1470,920,2390,59.01%,48.86%,54.64%,2.57%,1.59%,2.15%,25.53%,33.78%,28.28%,2.28%,2.54%,2.39%
2022,Other,West Nile,Pakwach,58,17,75,631,285,916,350,263,613,236,139,375,171,126,297,47,38,85,1493,868,2361,1446,830,2276,1275,704,1979,88.17%,84.82%,86.95%,1039,565,1604,71.85%,68.07%,70.47%,4.01%,2.05%,3.30%,8.71%,15.18%,13.05%,3.15%,4.38%,3.60%
2022,Other,Bukedi,Pallisa,85,44,129,1064,828,1892,941,877,1818,618,632,1250,978,1107,2085,107,104,211,3793,3592,7385,3686,3488,7174,2708,2381,5089,73.47%,68.26%,70.94%,2090,1749,3839,56.70%,50.14%,53.51%,2.31%,1.26%,1.80%,30.03%,31.74%,29.06%,2.82%,2.90%,2.86%
2022,Other,South Buganda,Rakai,392,327,719,1034,1459,2493,288,439,727,165,226,391,101,160,261,83,142,225,2063,2753,4816,1980,2611,4591,1879,2451,4330,94.90%,93.87%,94.31%,1714,2225,3939,86.57%,85.22%,85.80%,19.80%,12.52%,15.66%,8.08%,6.13%,5.69%,4.02%,5.16%,4.67%
2022,Other,Kigezi,Rubanda,160,132,292,648,862,1510,377,578,955,174,319,493,162,324,486,83,199,282,1604,2414,4018,1521,2215,3736,1359,1891,3250,89.35%,85.37%,86.99%,1185,1572,2757,77.91%,70.97%,73.80%,10.52%,5.96%,7.82%,21.30%,14.63%,13.01%,5.17%,8.24%,7.02%
2022,Other,Ankole,Rubirizi,372,367,739,784,878,1662,141,153,294,61,82,143,31,39,70,12,38,50,1401,1557,2958,1389,1519,2908,1358,1480,2838,97.77%,97.43%,97.59%,1297,1398,2695,93.38%,92.03%,92.68%,26.78%,24.16%,25.41%,2.81%,2.57%,2.41%,0.86%,2.44%,1.69%
2022,Other,Kigezi,Rukiga,124,129,253,569,743,1312,193,304,497,90,139,229,79,140,219,29,22,51,1084,1477,2561,1055,1455,2510,976,1315,2291,92.51%,90.38%,91.27%,886,1176,2062,83.98%,80.82%,82.15%,11.75%,8.87%,10.08%,13.27%,9.62%,8.73%,2.68%,1.49%,1.99%
2022,Other,Kigezi,Rukungiri,861,731,1592,1777,2155,3932,604,868,1472,217,362,579,94,211,305,83,111,194,3636,4438,8074,3553,4327,7880,3459,4116,7575,97.35%,95.12%,96.13%,3242,3754,6996,91.25%,86.76%,88.78%,24.23%,16.89%,20.20%,5.94%,4.88%,3.87%,2.28%,2.50%,2.40%
2022,Other,Ankole,Rwampara,420,373,793,779,993,1772,94,218,312,49,83,132,23,29,52,28,34,62,1393,1730,3123,1365,1696,3061,1342,1667,3009,98.32%,98.29%,98.30%,1293,1584,2877,94.73%,93.40%,93.99%,30.77%,21.99%,25.91%,2.12%,1.71%,1.70%,2.01%,1.97%,1.99%
2022,Other,Teso,Serere,78,47,125,1071,952,2023,925,1033,1958,531,654,1185,800,973,1773,20,48,68,3425,3707,7132,3405,3659,7064,2605,2686,5291,76.51%,73.41%,74.90%,2074,2032,4106,60.91%,55.53%,58.13%,2.29%,1.28%,1.77%,28.58%,26.59%,25.10%,0.58%,1.29%,0.95%
2022,Other,Ankole,Sheema,1043,922,1965,1455,1763,3218,288,356,644,125,155,280,93,91,184,46,51,97,3050,3338,6388,3004,3287,6291,2911,3196,6107,96.90%,97.23%,97.08%,2786,3041,5827,92.74%,92.52%,92.62%,34.72%,28.05%,31.24%,3.03%,2.77%,2.92%,1.51%,1.53%,1.52%
2022,Other,Elgon,Sironko,89,75,164,850,821,1671,727,855,1582,458,614,1072,770,893,1663,84,114,198,2978,3372,6350,2894,3258,6152,2124,2365,4489,73.39%,72.59%,72.97%,1666,1751,3417,57.57%,53.74%,55.54%,3.08%,2.30%,2.67%,30.86%,27.41%,27.03%,2.82%,3.38%,3.12%
2022,Other,Teso,Soroti,348,284,632,1553,1580,3133,1058,1248,2306,606,781,1387,761,950,1711,42,43,85,4368,4886,9254,4326,4843,9169,3565,3893,7458,82.41%,80.38%,81.34%,2959,3112,6071,68.40%,64.26%,66.21%,8.04%,5.86%,6.89%,21.96%,19.62%,18.66%,0.96%,0.88%,0.92%
